광역자치단체명,선거구,선거구 설명,기호,정당명,후보자명(한글),후보자명(한자),득표수,득표율,순위,당선여부,중도탈락여부,전체유권자수,전체투표수,전체무효표수
경기도,부천시 갑,"부천동 [5] , 심곡동 [6]",6,정의당,김선자,金善子,2994,3.69,3.0,False,False,138380,82208,1090
경기도,부천시 갑,"부천동 [5] , 심곡동 [6]",7,국가혁명배당금당,조은지,趙恩志,856,1.05,4.0,False,False,138380,82208,1090
경기도,부천시 을,신중동 [7] ·중동 [8] ·상동 [9],1,더불어민주당,설훈,薛勳,80889,54.9,1.0,True,False,220045,148949,1630
경기도,부천시 을,신중동 [7] ·중동 [8] ·상동 [9],2,미래통합당,서영석,徐煐錫,58341,39.6,2.0,False,False,220045,148949,1630
경기도,부천시 을,신중동 [7] ·중동 [8] ·상동 [9],6,정의당,이미숙,李美淑,6162,4.18,3.0,False,False,220045,148949,1630
경기도,부천시 을,신중동 [7] ·중동 [8] ·상동 [9],7,민중당,이종남,李宗南,1193,0.8,4.0,False,False,220045,148949,1630
경기도,부천시 을,신중동 [7] ·중동 [8] ·상동 [9],8,국가혁명배당금당,남궁진숙,南宮鎭淑,734,0.49,5.0,False,False,220045,148949,1630
경기도,부천시 병,"대산동 [10] , 범안동 [11] , 소사본동 [12]",1,더불어민주당,김상희,金相姬,77577,60.55,1.0,True,False,201857,129904,1799
경기도,부천시 병,"대산동 [10] , 범안동 [11] , 소사본동 [12]",2,미래통합당,차명진,車明進,41642,32.5,2.0,False,False,201857,129904,1799
경기도,부천시 병,"대산동 [10] , 범안동 [11] , 소사본동 [12]",6,정의당,신현자,申鉉子,7763,6.05,3.0,False,False,201857,129904,1799
