광역자치단체명,선거구,선거구 설명,기호,정당명,후보자명(한글),후보자명(한자),득표수,득표율,순위,당선여부,중도탈락여부,전체유권자수,전체투표수,전체무효표수
서울특별시,종로구,종로구 일원 [1],1,더불어민주당,이낙연,李洛淵,54902,58.38,1.0,True,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],2,미래통합당,황교안,黃敎安,37594,39.97,2.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],7,우리공화당,한민호,韓民鎬,417,0.44,3.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],8,민중당,오인환,吳璘煥,276,0.29,4.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],9,가자!평화인권당,이정희,李貞嬉,139,0.14,7.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],10,공화당,신동욱,申東旭,57,0.06,11.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],11,국가혁명배당금당,박준영,朴俊榮,194,0.2,6.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],12,국민새정당,백병찬,白秉贊,65,0.06,9.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],13,기독자유통일당,양세화,梁世和,0,0.0,,False,True,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],14,민중민주당,박소현,朴炤炫,63,0.06,10.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],15,한나라당,김형석,金亨錫,71,0.07,8.0,False,False,134516,95239,1201
서울특별시,종로구,종로구 일원 [1],16,무소속,김용덕,金龍德,260,0.27,5.0,False,False,134516,95239,1201
서울특별시,중구·성동구 갑,"성동구 금호동, 옥수동을 제외한 지역  [3]",1,더불어민주당,홍익표,洪翼杓,70387,54.25,1.0,True,False,192161,131200,1455
서울특별시,중구·성동구 갑,"성동구 금호동, 옥수동을 제외한 지역  [3]",2,미래통합당,진수희,陳壽姬,53107,40.93,2.0,False,False,192161,131200,1455
서울특별시,중구·성동구 갑,"성동구 금호동, 옥수동을 제외한 지역  [3]",6,정의당,정혜연,鄭惠然,5465,4.21,3.0,False,False,192161,131200,1455
서울특별시,중구·성동구 갑,"성동구 금호동, 옥수동을 제외한 지역  [3]",7,국가혁명배당금당,이정섭,李廷燮,786,0.6,4.0,False,False,192161,131200,1455
서울특별시,중구·성동구 을,"중구 일원 + 성동구 금호1가동, 금호2·3가동, 금호4가동, 옥수동",1,더불어민주당,박성준,朴省俊,64071,51.96,1.0,True,False,183779,124700,1392
서울특별시,중구·성동구 을,"중구 일원 + 성동구 금호1가동, 금호2·3가동, 금호4가동, 옥수동",2,미래통합당,지상욱,池尙昱,58300,47.27,2.0,False,False,183779,124700,1392
서울특별시,중구·성동구 을,"중구 일원 + 성동구 금호1가동, 금호2·3가동, 금호4가동, 옥수동",7,국가혁명배당금당,이주양,李柱養,937,0.75,3.0,False,False,183779,124700,1392
서울특별시,용산구,용산구 일원 [4],1,더불어민주당,강태웅,姜泰雄,63001,47.14,2.0,False,False,203233,135043,1400
서울특별시,용산구,용산구 일원 [4],2,미래통합당,권영세,權寧世,63891,47.8,1.0,True,False,203233,135043,1400
서울특별시,용산구,용산구 일원 [4],3,민생당,권혁문,權赫文,1311,0.98,4.0,False,False,203233,135043,1400
서울특별시,용산구,용산구 일원 [4],6,정의당,정연욱,鄭然旭,4251,3.18,3.0,False,False,203233,135043,1400
서울특별시,용산구,용산구 일원 [4],7,민중당,김은희,金恩姬,648,0.48,5.0,False,False,203233,135043,1400
서울특별시,용산구,용산구 일원 [4],8,국가혁명배당금당,김희전,金喜奠,541,0.4,6.0,False,False,203233,135043,1400
서울특별시,광진구 갑,"중곡1동, 중곡2동, 중곡3동, 중곡4동, 군자동, 능동, 광장동, 구의2동",1,더불어민주당,전혜숙,全惠淑,56608,53.68,1.0,True,False,156559,106506,1052
서울특별시,광진구 갑,"중곡1동, 중곡2동, 중곡3동, 중곡4동, 군자동, 능동, 광장동, 구의2동",2,미래통합당,김병민,金炳玟,42822,40.6,2.0,False,False,156559,106506,1052
서울특별시,광진구 갑,"중곡1동, 중곡2동, 중곡3동, 중곡4동, 군자동, 능동, 광장동, 구의2동",3,민생당,임동순,任東淳,1842,1.74,4.0,False,False,156559,106506,1052
서울특별시,광진구 갑,"중곡1동, 중곡2동, 중곡3동, 중곡4동, 군자동, 능동, 광장동, 구의2동",6,정의당,오봉석,吳奉錫,3690,3.49,3.0,False,False,156559,106506,1052
서울특별시,광진구 갑,"중곡1동, 중곡2동, 중곡3동, 중곡4동, 군자동, 능동, 광장동, 구의2동",7,국가혁명배당금당,이승욱,李丞勖,492,0.46,5.0,False,False,156559,106506,1052
서울특별시,광진구 을,"화양동, 자양1동, 자양2동, 자양3동, 자양4동, 구의1동, 구의3동",1,더불어민주당,고민정,高旼廷,54210,50.37,1.0,True,False,152526,108576,958
서울특별시,광진구 을,"화양동, 자양1동, 자양2동, 자양3동, 자양4동, 구의1동, 구의3동",2,미래통합당,오세훈,吳世勳,51464,47.82,2.0,False,False,152526,108576,958
서울특별시,광진구 을,"화양동, 자양1동, 자양2동, 자양3동, 자양4동, 구의1동, 구의3동",7,국가혁명배당금당,허정연,許禎延,370,0.34,4.0,False,False,152526,108576,958
서울특별시,광진구 을,"화양동, 자양1동, 자양2동, 자양3동, 자양4동, 구의1동, 구의3동",8,미래당,오태양,吳太陽,1574,1.46,3.0,False,False,152526,108576,958
서울특별시,동대문구 갑,"휘경1동, 휘경2동, 이문1동, 이문2동, 청량리동, 용신동, 제기동, 회기동",1,더불어민주당,안규백,安圭伯,51551,52.72,1.0,True,False,148982,99027,1257
서울특별시,동대문구 갑,"휘경1동, 휘경2동, 이문1동, 이문2동, 청량리동, 용신동, 제기동, 회기동",2,미래통합당,허용범,許容範,40874,41.8,2.0,False,False,148982,99027,1257
서울특별시,동대문구 갑,"휘경1동, 휘경2동, 이문1동, 이문2동, 청량리동, 용신동, 제기동, 회기동",3,민생당,백금산,白金山,1679,1.71,4.0,False,False,148982,99027,1257
서울특별시,동대문구 갑,"휘경1동, 휘경2동, 이문1동, 이문2동, 청량리동, 용신동, 제기동, 회기동",7,민중당,오준석,吳俊錫,1264,1.29,5.0,False,False,148982,99027,1257
서울특별시,동대문구 갑,"휘경1동, 휘경2동, 이문1동, 이문2동, 청량리동, 용신동, 제기동, 회기동",8,국가혁명배당금당,정공명,鄭公明,393,0.4,6.0,False,False,148982,99027,1257
서울특별시,동대문구 갑,"휘경1동, 휘경2동, 이문1동, 이문2동, 청량리동, 용신동, 제기동, 회기동",9,무소속,이가현,李佳賢,2009,2.05,3.0,False,False,148982,99027,1257
서울특별시,동대문구 을,"전농1동, 전농2동, 장안1동, 장안2동, 답십리1동, 답십리2동",1,더불어민주당,장경태,張耿態,55230,54.54,1.0,True,False,156971,104468,3216
서울특별시,동대문구 을,"전농1동, 전농2동, 장안1동, 장안2동, 답십리1동, 답십리2동",2,미래통합당,이혜훈,李惠薰,44360,43.81,2.0,False,False,156971,104468,3216
서울특별시,동대문구 을,"전농1동, 전농2동, 장안1동, 장안2동, 답십리1동, 답십리2동",7,민중당,김종민,金鍾민,1198,1.18,3.0,False,False,156971,104468,3216
서울특별시,동대문구 을,"전농1동, 전농2동, 장안1동, 장안2동, 답십리1동, 답십리2동",8,국가혁명배당금당,박경희,朴慶姬,464,0.45,4.0,False,False,156971,104468,3216
서울특별시,동대문구 을,"전농1동, 전농2동, 장안1동, 장안2동, 답십리1동, 답십리2동",9,무소속,민병두,閔丙梪,0,0.0,,False,True,156971,104468,3216
서울특별시,중랑구 갑,"상봉2동, 망우3동, 면목본동, 면목2동, 면목4동, 면목5동, 면목3·8동, 면목7동",1,더불어민주당,서영교,徐瑛敎,55185,57.76,1.0,True,False,158409,96685,1145
서울특별시,중랑구 갑,"상봉2동, 망우3동, 면목본동, 면목2동, 면목4동, 면목5동, 면목3·8동, 면목7동",2,미래통합당,김삼화,金三和,34670,36.28,2.0,False,False,158409,96685,1145
서울특별시,중랑구 갑,"상봉2동, 망우3동, 면목본동, 면목2동, 면목4동, 면목5동, 면목3·8동, 면목7동",3,민생당,이기현,李起炫,754,0.78,5.0,False,False,158409,96685,1145
서울특별시,중랑구 갑,"상봉2동, 망우3동, 면목본동, 면목2동, 면목4동, 면목5동, 면목3·8동, 면목7동",6,정의당,김지수,金智秀,2706,2.83,3.0,False,False,158409,96685,1145
서울특별시,중랑구 갑,"상봉2동, 망우3동, 면목본동, 면목2동, 면목4동, 면목5동, 면목3·8동, 면목7동",7,민중당,성치화,成治和,624,0.65,6.0,False,False,158409,96685,1145
서울특별시,중랑구 갑,"상봉2동, 망우3동, 면목본동, 면목2동, 면목4동, 면목5동, 면목3·8동, 면목7동",8,국가혁명배당금당,박명수,朴明洙,492,0.51,7.0,False,False,158409,96685,1145
서울특별시,중랑구 갑,"상봉2동, 망우3동, 면목본동, 면목2동, 면목4동, 면목5동, 면목3·8동, 면목7동",9,무소속,이성복,李聖福,1109,1.16,4.0,False,False,158409,96685,1145
서울특별시,중랑구 을,"상봉1동, 망우본동, 중화1동, 중화2동, 신내1동, 신내2동, 묵1동, 묵2동",1,더불어민주당,박홍근,朴洪根,74131,59.28,1.0,True,False,192460,126399,1362
서울특별시,중랑구 을,"상봉1동, 망우본동, 중화1동, 중화2동, 신내1동, 신내2동, 묵1동, 묵2동",2,미래통합당,윤상일,尹相逸,47603,38.07,2.0,False,False,192460,126399,1362
서울특별시,중랑구 을,"상봉1동, 망우본동, 중화1동, 중화2동, 신내1동, 신내2동, 묵1동, 묵2동",7,민중당,이소영,李素瑛,1956,1.56,3.0,False,False,192460,126399,1362
서울특별시,중랑구 을,"상봉1동, 망우본동, 중화1동, 중화2동, 신내1동, 신내2동, 묵1동, 묵2동",8,국가혁명배당금당,신황우,申璜雨,722,0.57,4.0,False,False,192460,126399,1362
서울특별시,중랑구 을,"상봉1동, 망우본동, 중화1동, 중화2동, 신내1동, 신내2동, 묵1동, 묵2동",9,한국복지당,민정기,閔貞基,625,0.49,5.0,False,False,192460,126399,1362
서울특별시,성북구 갑,"길음1동, 돈암2동, 삼선동, 동선동, 안암동, 보문동, 정릉1동, 정릉2동, 정릉3동, 정릉4동, 성북동",1,더불어민주당,김영배,金永培,82954,60.9,1.0,True,False,202294,138186,1983
서울특별시,성북구 갑,"길음1동, 돈암2동, 삼선동, 동선동, 안암동, 보문동, 정릉1동, 정릉2동, 정릉3동, 정릉4동, 성북동",2,미래통합당,한상학,韓相鶴,49727,36.5,2.0,False,False,202294,138186,1983
서울특별시,성북구 갑,"길음1동, 돈암2동, 삼선동, 동선동, 안암동, 보문동, 정릉1동, 정릉2동, 정릉3동, 정릉4동, 성북동",3,민생당,박춘림,朴春林,2642,1.93,3.0,False,False,202294,138186,1983
서울특별시,성북구 갑,"길음1동, 돈암2동, 삼선동, 동선동, 안암동, 보문동, 정릉1동, 정릉2동, 정릉3동, 정릉4동, 성북동",7,국가혁명배당금당,최원용,崔源用,880,0.64,4.0,False,False,202294,138186,1983
서울특별시,성북구 을,"돈암1동, 길음2동, 월곡1동, 월곡2동, 종암동 장위1동, 장위2동, 장위3동, 석관동",1,더불어민주당,기동민,奇東旻,70740,59.35,1.0,True,False,180743,120606,1434
서울특별시,성북구 을,"돈암1동, 길음2동, 월곡1동, 월곡2동, 종암동 장위1동, 장위2동, 장위3동, 석관동",2,미래통합당,정태근,鄭泰根,45543,38.21,2.0,False,False,180743,120606,1434
서울특별시,성북구 을,"돈암1동, 길음2동, 월곡1동, 월곡2동, 종암동 장위1동, 장위2동, 장위3동, 석관동",7,민중당,편재승,片在承,2060,1.72,3.0,False,False,180743,120606,1434
서울특별시,성북구 을,"돈암1동, 길음2동, 월곡1동, 월곡2동, 종암동 장위1동, 장위2동, 장위3동, 석관동",8,국가혁명배당금당,임경호,林京虎,829,0.69,4.0,False,False,180743,120606,1434
서울특별시,강북구 갑,"번1동, 번2동, 우이동, 인수동, 수유1동, 수유2동, 수유3동",1,더불어민주당,천준호,千俊鎬,49490,57.75,1.0,True,False,141126,87195,1505
서울특별시,강북구 갑,"번1동, 번2동, 우이동, 인수동, 수유1동, 수유2동, 수유3동",2,미래통합당,정양석,鄭亮碩,33840,39.49,2.0,False,False,141126,87195,1505
서울특별시,강북구 갑,"번1동, 번2동, 우이동, 인수동, 수유1동, 수유2동, 수유3동",7,민중당,김은진,金垠辰,1457,1.7,3.0,False,False,141126,87195,1505
서울특별시,강북구 갑,"번1동, 번2동, 우이동, 인수동, 수유1동, 수유2동, 수유3동",8,무소속,선계선,宣桂善,903,1.05,4.0,False,False,141126,87195,1505
서울특별시,강북구 을,"번3동, 삼양동, 미아동, 송중동, 송천동, 삼각산동",1,더불어민주당,박용진,朴用鎭,57013,64.45,1.0,True,False,137495,89639,1181
서울특별시,강북구 을,"번3동, 삼양동, 미아동, 송중동, 송천동, 삼각산동",2,미래통합당,안홍렬,安鴻烈,30708,34.71,2.0,False,False,137495,89639,1181
서울특별시,강북구 을,"번3동, 삼양동, 미아동, 송중동, 송천동, 삼각산동",7,국가혁명배당금당,좌태홍,左太弘,737,0.83,3.0,False,False,137495,89639,1181
서울특별시,도봉구 갑,"쌍문1동, 쌍문3동, 창1동, 창2동, 창3동, 창4동, 창5동",1,더불어민주당,인재근,印在謹,50653,54.02,1.0,True,False,142625,94701,950
서울특별시,도봉구 갑,"쌍문1동, 쌍문3동, 창1동, 창2동, 창3동, 창4동, 창5동",2,미래통합당,김재섭,金宰燮,37967,40.49,2.0,False,False,142625,94701,950
서울특별시,도봉구 갑,"쌍문1동, 쌍문3동, 창1동, 창2동, 창3동, 창4동, 창5동",6,정의당,윤오,尹午,4577,4.88,3.0,False,False,142625,94701,950
서울특별시,도봉구 갑,"쌍문1동, 쌍문3동, 창1동, 창2동, 창3동, 창4동, 창5동",7,국가혁명배당금당,박영찬,朴永讚,554,0.59,4.0,False,False,142625,94701,950
서울특별시,도봉구 을,"쌍문2동, 쌍문4동, 방학1동, 방학2동, 방학3동, 도봉1동, 도봉2동",1,더불어민주당,오기형,吳奇炯,51756,53.01,1.0,True,False,148641,98926,1292
서울특별시,도봉구 을,"쌍문2동, 쌍문4동, 방학1동, 방학2동, 방학3동, 도봉1동, 도봉2동",2,미래통합당,김선동,金善東,44554,45.63,2.0,False,False,148641,98926,1292
서울특별시,도봉구 을,"쌍문2동, 쌍문4동, 방학1동, 방학2동, 방학3동, 도봉1동, 도봉2동",7,국가혁명배당금당,김관석,金官錫,641,0.65,4.0,False,False,148641,98926,1292
서울특별시,도봉구 을,"쌍문2동, 쌍문4동, 방학1동, 방학2동, 방학3동, 도봉1동, 도봉2동",8,무소속,최순자,崔順子,683,0.69,3.0,False,False,148641,98926,1292
서울특별시,노원구 갑,"월계1동, 월계2동, 월계3동, 공릉1동, 공릉2동",1,더불어민주당,고용진,高榕禛,53911,56.78,1.0,True,False,138917,96033,1092
서울특별시,노원구 갑,"월계1동, 월계2동, 월계3동, 공릉1동, 공릉2동",2,미래통합당,이노근,李老根,36782,38.74,2.0,False,False,138917,96033,1092
서울특별시,노원구 갑,"월계1동, 월계2동, 월계3동, 공릉1동, 공릉2동",7,민중당,최나영,崔娜英,3761,3.96,3.0,False,False,138917,96033,1092
서울특별시,노원구 갑,"월계1동, 월계2동, 월계3동, 공릉1동, 공릉2동",8,국가혁명배당금당,조덕실,趙德實,487,0.51,4.0,False,False,138917,96033,1092
서울특별시,노원구 을,"중계본동, 중계1동, 중계2·3동, 중계4동 하계1동, 하계2동, 상계6·7동",1,더불어민주당,우원식,禹元植,71708,62.67,1.0,True,False,163736,115788,1382
서울특별시,노원구 을,"중계본동, 중계1동, 중계2·3동, 중계4동 하계1동, 하계2동, 상계6·7동",2,미래통합당,이동섭,李銅燮,41792,36.52,2.0,False,False,163736,115788,1382
서울특별시,노원구 을,"중계본동, 중계1동, 중계2·3동, 중계4동 하계1동, 하계2동, 상계6·7동",7,국가혁명배당금당,차동익,車東益,906,0.79,3.0,False,False,163736,115788,1382
서울특별시,노원구 병,"상계1동, 상계2동, 상계3·4동, 상계5동, 상계6동, 상계8동, 상계9동, 상계10동",1,더불어민주당,김성환,金星煥,55556,53.15,1.0,True,False,151435,105415,890
서울특별시,노원구 병,"상계1동, 상계2동, 상계3·4동, 상계5동, 상계6동, 상계8동, 상계9동, 상계10동",2,미래통합당,이준석,李俊錫,46373,44.36,2.0,False,False,151435,105415,890
서울특별시,노원구 병,"상계1동, 상계2동, 상계3·4동, 상계5동, 상계6동, 상계8동, 상계9동, 상계10동",6,정의당,이남수,李南洙,1645,1.57,3.0,False,False,151435,105415,890
서울특별시,노원구 병,"상계1동, 상계2동, 상계3·4동, 상계5동, 상계6동, 상계8동, 상계9동, 상계10동",7,민중당,김선경,金仙炅,551,0.52,4.0,False,False,151435,105415,890
서울특별시,노원구 병,"상계1동, 상계2동, 상계3·4동, 상계5동, 상계6동, 상계8동, 상계9동, 상계10동",8,국가혁명배당금당,김광철,金廣喆,400,0.38,5.0,False,False,151435,105415,890
서울특별시,은평구 갑,"녹번동, 역촌동, 증산동, 신사1동, 신사2동, 응암1동, 응암2동, 응암3동, 수색동",1,더불어민주당,박주민,朴柱民,86351,64.29,1.0,True,False,206917,135749,1439
서울특별시,은평구 갑,"녹번동, 역촌동, 증산동, 신사1동, 신사2동, 응암1동, 응암2동, 응암3동, 수색동",2,미래통합당,홍인정,洪仁貞,45589,33.94,2.0,False,False,206917,135749,1439
서울특별시,은평구 갑,"녹번동, 역촌동, 증산동, 신사1동, 신사2동, 응암1동, 응암2동, 응암3동, 수색동",3,민생당,한웅,韓雄,1551,1.15,3.0,False,False,206917,135749,1439
서울특별시,은평구 갑,"녹번동, 역촌동, 증산동, 신사1동, 신사2동, 응암1동, 응암2동, 응암3동, 수색동",7,국가혁명배당금당,노병현,盧秉顯,819,0.6,4.0,False,False,206917,135749,1439
서울특별시,은평구 을,"구산동, 대조동, 진관동, 갈현1동, 갈현2동, 불광1동, 불광2동",1,더불어민주당,강병원,姜炳遠,78897,57.41,1.0,True,False,210129,139045,1625
서울특별시,은평구 을,"구산동, 대조동, 진관동, 갈현1동, 갈현2동, 불광1동, 불광2동",2,미래통합당,허용석,許龍錫,49796,36.23,2.0,False,False,210129,139045,1625
서울특별시,은평구 을,"구산동, 대조동, 진관동, 갈현1동, 갈현2동, 불광1동, 불광2동",6,정의당,김종민,金種珉,6127,4.45,3.0,False,False,210129,139045,1625
서울특별시,은평구 을,"구산동, 대조동, 진관동, 갈현1동, 갈현2동, 불광1동, 불광2동",7,기본소득당,신민주,申旼周,2600,1.89,4.0,False,False,210129,139045,1625
서울특별시,서대문구 갑,"홍제1동, 홍제2동, 북아현동, 천연동, 충현동, 신촌동, 연희동",1,더불어민주당,우상호,禹相虎,47980,53.24,1.0,True,False,131930,91096,991
서울특별시,서대문구 갑,"홍제1동, 홍제2동, 북아현동, 천연동, 충현동, 신촌동, 연희동",2,미래통합당,이성헌,李性憲,37522,41.64,2.0,False,False,131930,91096,991
서울특별시,서대문구 갑,"홍제1동, 홍제2동, 북아현동, 천연동, 충현동, 신촌동, 연희동",7,우리공화당,신민호,申玟浩,330,0.36,6.0,False,False,131930,91096,991
서울특별시,서대문구 갑,"홍제1동, 홍제2동, 북아현동, 천연동, 충현동, 신촌동, 연희동",8,민중당,전진희,全振禧,1026,1.13,4.0,False,False,131930,91096,991
서울특별시,서대문구 갑,"홍제1동, 홍제2동, 북아현동, 천연동, 충현동, 신촌동, 연희동",9,국가혁명배당금당,고상일,高尙日,331,0.36,5.0,False,False,131930,91096,991
서울특별시,서대문구 갑,"홍제1동, 홍제2동, 북아현동, 천연동, 충현동, 신촌동, 연희동",10,무소속,신지예,申智藝,2916,3.23,3.0,False,False,131930,91096,991
서울특별시,서대문구 을,"홍은1동, 홍은2동, 홍제3동, 남가좌1동, 남가좌2동, 북가좌1동, 북가좌2동",1,더불어민주당,김영호,金映豪,58328,61.33,1.0,True,False,141386,96528,1425
서울특별시,서대문구 을,"홍은1동, 홍은2동, 홍제3동, 남가좌1동, 남가좌2동, 북가좌1동, 북가좌2동",2,미래통합당,송주범,宋周範,35853,37.69,2.0,False,False,141386,96528,1425
서울특별시,서대문구 을,"홍은1동, 홍은2동, 홍제3동, 남가좌1동, 남가좌2동, 북가좌1동, 북가좌2동",7,국가혁명배당금당,오수청,吳壽淸,922,0.96,3.0,False,False,141386,96528,1425
서울특별시,마포구 갑,"아현동, 공덕동, 도화동, 용강동, 대흥동, 염리동, 신수동",1,더불어민주당,노웅래,盧雄來,53160,55.99,1.0,True,False,136147,96058,1129
서울특별시,마포구 갑,"아현동, 공덕동, 도화동, 용강동, 대흥동, 염리동, 신수동",2,미래통합당,강승규,姜升圭,40775,42.95,2.0,False,False,136147,96058,1129
서울특별시,마포구 갑,"아현동, 공덕동, 도화동, 용강동, 대흥동, 염리동, 신수동",7,국가혁명배당금당,김명숙,金明淑,482,0.95,4.0,False,False,136147,96058,1129
서울특별시,마포구 갑,"아현동, 공덕동, 도화동, 용강동, 대흥동, 염리동, 신수동",8,통일민주당,박선아,朴宣峨,512,0.53,3.0,False,False,136147,96058,1129
서울특별시,마포구 을,"서강동, 서교동, 합정동, 연남동, 상암동, 망원1동, 망원2동, 성산1동, 성산2동",1,더불어민주당,정청래,鄭淸來,69336,53.75,1.0,True,False,189669,130575,1591
서울특별시,마포구 을,"서강동, 서교동, 합정동, 연남동, 상암동, 망원1동, 망원2동, 성산1동, 성산2동",2,미래통합당,김성동,金盛東,47443,36.78,2.0,False,False,189669,130575,1591
서울특별시,마포구 을,"서강동, 서교동, 합정동, 연남동, 상암동, 망원1동, 망원2동, 성산1동, 성산2동",6,정의당,오현주,吳賢珠,11445,8.87,3.0,False,False,189669,130575,1591
서울특별시,마포구 을,"서강동, 서교동, 합정동, 연남동, 상암동, 망원1동, 망원2동, 성산1동, 성산2동",7,국가혁명배당금당,이소윤,李玿昀,760,0.58,4.0,False,False,189669,130575,1591
서울특별시,양천구 갑,"신정1동, 신정2동, 신정6동, 신정7동, 목1동, 목2동, 목3동, 목4동, 목5동",1,더불어민주당,황희,黃熙,78196,51.85,1.0,True,False,206747,152176,1366
서울특별시,양천구 갑,"신정1동, 신정2동, 신정6동, 신정7동, 목1동, 목2동, 목3동, 목4동, 목5동",2,미래통합당,송한섭,宋漢燮,67814,44.96,2.0,False,False,206747,152176,1366
서울특별시,양천구 갑,"신정1동, 신정2동, 신정6동, 신정7동, 목1동, 목2동, 목3동, 목4동, 목5동",7,국가혁명배당금당,최사현,崔詞現,556,0.36,4.0,False,False,206747,152176,1366
서울특별시,양천구 갑,"신정1동, 신정2동, 신정6동, 신정7동, 목1동, 목2동, 목3동, 목4동, 목5동",8,무소속,염동옥,廉東鈺,4244,2.81,3.0,False,False,206747,152176,1366
서울특별시,양천구 을,"신정3동, 신정4동, 신월1동, 신월2동, 신월3동, 신월4동, 신월5동, 신월6동, 신월7동",1,더불어민주당,이용선,李庸瑄,66759,57.53,1.0,True,False,176413,117575,1553
서울특별시,양천구 을,"신정3동, 신정4동, 신월1동, 신월2동, 신월3동, 신월4동, 신월5동, 신월6동, 신월7동",2,미래통합당,손영택,孫榮澤,47897,41.28,2.0,False,False,176413,117575,1553
서울특별시,양천구 을,"신정3동, 신정4동, 신월1동, 신월2동, 신월3동, 신월4동, 신월5동, 신월6동, 신월7동",7,우리공화당,박철성,朴鐵星,577,0.49,4.0,False,False,176413,117575,1553
서울특별시,양천구 을,"신정3동, 신정4동, 신월1동, 신월2동, 신월3동, 신월4동, 신월5동, 신월6동, 신월7동",8,국가혁명배당금당,김명시,金明時,789,0.68,3.0,False,False,176413,117575,1553
서울특별시,강서구 갑,"발산1동, 우장산동, 화곡1동, 화곡2동, 화곡3동, 화곡8동",1,더불어민주당,강선우,姜仙祐,63397,55.89,1.0,True,False,173756,114516,1101
서울특별시,강서구 갑,"발산1동, 우장산동, 화곡1동, 화곡2동, 화곡3동, 화곡8동",2,미래통합당,구상찬,具相燦,43519,38.37,2.0,False,False,173756,114516,1101
서울특별시,강서구 갑,"발산1동, 우장산동, 화곡1동, 화곡2동, 화곡3동, 화곡8동",7,국가혁명배당금당,노경휘,盧京輝,480,0.42,5.0,False,False,173756,114516,1101
서울특별시,강서구 갑,"발산1동, 우장산동, 화곡1동, 화곡2동, 화곡3동, 화곡8동",8,무소속,김범태,金範泰,529,0.46,4.0,False,False,173756,114516,1101
서울특별시,강서구 갑,"발산1동, 우장산동, 화곡1동, 화곡2동, 화곡3동, 화곡8동",9,무소속,백철,白喆,5490,4.84,3.0,False,False,173756,114516,1101
서울특별시,강서구 을,"가양1동, 가양2동, 등촌3동, 공항동, 방화1동, 방화2동, 방화3동",1,더불어민주당,진성준,陳聲準,66684,56.15,1.0,True,False,176017,120281,1524
서울특별시,강서구 을,"가양1동, 가양2동, 등촌3동, 공항동, 방화1동, 방화2동, 방화3동",2,미래통합당,김태우,金泰佑,50281,42.33,2.0,False,False,176017,120281,1524
서울특별시,강서구 을,"가양1동, 가양2동, 등촌3동, 공항동, 방화1동, 방화2동, 방화3동",7,우리공화당,박혜영,朴惠永,1087,0.91,3.0,False,False,176017,120281,1524
서울특별시,강서구 을,"가양1동, 가양2동, 등촌3동, 공항동, 방화1동, 방화2동, 방화3동",8,국가혁명배당금당,정홍대,鄭烘旲,705,0.59,4.0,False,False,176017,120281,1524
서울특별시,강서구 병,"등촌1동, 등촌2동, 가양3동, 염창동, 화곡4동, 화곡6동, 화곡본동",1,더불어민주당,한정애,韓貞愛,64515,59.92,1.0,True,False,161351,108962,1299
서울특별시,강서구 병,"등촌1동, 등촌2동, 가양3동, 염창동, 화곡4동, 화곡6동, 화곡본동",2,미래통합당,김철근,金哲根,39355,36.55,2.0,False,False,161351,108962,1299
서울특별시,강서구 병,"등촌1동, 등촌2동, 가양3동, 염창동, 화곡4동, 화곡6동, 화곡본동",7,민중당,권혜인,權惠仁,1575,1.46,4.0,False,False,161351,108962,1299
서울특별시,강서구 병,"등촌1동, 등촌2동, 가양3동, 염창동, 화곡4동, 화곡6동, 화곡본동",8,국가혁명배당금당,도재숙,都在淑,559,0.51,5.0,False,False,161351,108962,1299
서울특별시,강서구 병,"등촌1동, 등촌2동, 가양3동, 염창동, 화곡4동, 화곡6동, 화곡본동",9,무소속,김태윤,金泰潤,1659,1.54,3.0,False,False,161351,108962,1299
서울특별시,구로구 갑,"개봉1동, 개봉2동, 개봉3동, 수궁동, 항동, 고척1동, 고척2동, 오류1동, 오류2동",1,더불어민주당,이인영,李仁榮,75865,53.92,1.0,True,False,205756,142081,1404
서울특별시,구로구 갑,"개봉1동, 개봉2동, 개봉3동, 수궁동, 항동, 고척1동, 고척2동, 오류1동, 오류2동",2,미래통합당,김재식,金載植,55347,39.34,2.0,False,False,205756,142081,1404
서울특별시,구로구 갑,"개봉1동, 개봉2동, 개봉3동, 수궁동, 항동, 고척1동, 고척2동, 오류1동, 오류2동",6,정의당,이호성,李豪晟,6722,4.77,3.0,False,False,205756,142081,1404
서울특별시,구로구 갑,"개봉1동, 개봉2동, 개봉3동, 수궁동, 항동, 고척1동, 고척2동, 오류1동, 오류2동",7,우리공화당,황인규,黃仁奎,576,0.4,6.0,False,False,205756,142081,1404
서울특별시,구로구 갑,"개봉1동, 개봉2동, 개봉3동, 수궁동, 항동, 고척1동, 고척2동, 오류1동, 오류2동",8,민중당,유선희,柳仙姬,1539,1.09,4.0,False,False,205756,142081,1404
서울특별시,구로구 갑,"개봉1동, 개봉2동, 개봉3동, 수궁동, 항동, 고척1동, 고척2동, 오류1동, 오류2동",9,국가혁명배당금당,김장원,金狀院,628,0.44,5.0,False,False,205756,142081,1404
