광역자치단체명,기호,정당명,득표수,득표율,전체유권자수,전체투표수,전체무효표수
제주특별자치도,13,가자코리아,559,0.16,554956,349029,15192
제주특별자치도,14,가자!평화인권당,125,0.03,554956,349029,15192
제주특별자치도,15,가자환경당,138,0.04,554956,349029,15192
제주특별자치도,16,국가혁명배당금당,2044,0.61,554956,349029,15192
제주특별자치도,17,국민새정당,197,0.05,554956,349029,15192
제주특별자치도,18,국민참여신당,240,0.07,554956,349029,15192
제주특별자치도,19,기독자유통일당,3820,1.14,554956,349029,15192
제주특별자치도,20,깨어있는시민연대당,157,0.04,554956,349029,15192
제주특별자치도,21,남북통일당,188,0.05,554956,349029,15192
제주특별자치도,22,노동당,588,0.17,554956,349029,15192
제주특별자치도,23,녹색당,3296,0.98,554956,349029,15192
제주특별자치도,24,대한당,86,0.02,554956,349029,15192
제주특별자치도,25,대한민국당,308,0.09,554956,349029,15192
제주특별자치도,26,미래당,1212,0.36,554956,349029,15192
제주특별자치도,27,미래민주당,1365,0.4,554956,349029,15192
제주특별자치도,28,새누리당,1068,0.31,554956,349029,15192
제주특별자치도,29,여성의당,2272,0.68,554956,349029,15192
제주특별자치도,30,우리당,109,0.03,554956,349029,15192
제주특별자치도,31,자유당,304,0.09,554956,349029,15192
제주특별자치도,32,자유의새벽당,916,0.27,554956,349029,15192
제주특별자치도,33,중소자영업당,499,0.14,554956,349029,15192
제주특별자치도,34,충청의미래당,102,0.03,554956,349029,15192
제주특별자치도,35,통일민주당,334,0.1,554956,349029,15192
제주특별자치도,36,한국복지당,330,0.09,554956,349029,15192
제주특별자치도,37,홍익당,340,0.1,554956,349029,15192
